,ReportedOrigin,Population,Neighbourhood#
21967,Jamaica,150,25
21968,Mexico,10,25
21969,Peru,15,25
21970,Trinidad_and_Tobago,30,25
21971,United_States,15,25
21972,Other_places_of_birth_in_Americas,440,25
21973,Europe,635,25
21974,Bosnia_and_Herzegovina,0,25
21975,Croatia,0,25
21976,France,0,25
21977,Germany,10,25
21978,Greece,15,25
21979,Hungary,10,25
21980,Ireland,0,25
21981,Italy,475,25
21982,Netherlands,10,25
21983,Poland,10,25
21984,Portugal,65,25
21985,Romania,10,25
21986,Russian_Federation,0,25
21987,Serbia,10,25
21988,Ukraine,0,25
21989,United_Kingdom,15,25
21990,Other_places_of_birth_in_Europe,15,25
21991,Africa,90,25
21992,Algeria,0,25
21993,Egypt,0,25
21994,Ethiopia,0,25
21995,Kenya,15,25
21996,Morocco,0,25
21997,Nigeria,20,25
21998,Somalia,15,25
21999,South_Africa_Republic_of,0,25
22000,Other_places_of_birth_in_Africa,30,25
22001,Asia,940,25
22002,Afghanistan,0,25
22003,Bangladesh,10,25
22004,China,10,25
22005,Hong_Kong,0,25
22006,India,30,25
22007,Iran,0,25
22008,Iraq,0,25
22009,Japan,0,25
22010,Korea_South,0,25
22011,Lebanon,10,25
22012,Pakistan,15,25
22013,Philippines,310,25
22014,Sri_Lanka,30,25
22015,Syria,0,25
22016,Taiwan,0,25
22017,Viet_Nam,465,25
22018,Other_places_of_birth_in_Asia,55,25
22019,Oceania_and_other_places_of_birth,0,25
22020,Total_Immigrant_Population,2880,26
22021,Americas,585,26
22022,Brazil,10,26
22023,Colombia,45,26
22024,El_Salvador,20,26
22025,Guyana,60,26
22026,Haiti,0,26
22027,Jamaica,110,26
22028,Mexico,15,26
22029,Peru,10,26
22030,Trinidad_and_Tobago,45,26
22031,United_States,15,26
22032,Other_places_of_birth_in_Americas,255,26
22033,Europe,740,26
22034,Bosnia_and_Herzegovina,0,26
22035,Croatia,0,26
22036,France,10,26
22037,Germany,10,26
22038,Greece,15,26
22039,Hungary,20,26
22040,Ireland,0,26
22041,Italy,470,26
22042,Netherlands,0,26
22043,Poland,45,26
22044,Portugal,50,26
22045,Romania,35,26
22046,Russian_Federation,20,26
22047,Serbia,0,26
22048,Ukraine,10,26
22049,United_Kingdom,10,26
22050,Other_places_of_birth_in_Europe,60,26
22051,Africa,25,26
22052,Algeria,0,26
22053,Egypt,0,26
22054,Ethiopia,0,26
22055,Kenya,0,26
22056,Morocco,10,26
22057,Nigeria,0,26
22058,Somalia,0,26
22059,South_Africa_Republic_of,0,26
22060,Other_places_of_birth_in_Africa,15,26
22061,Asia,1530,26
22062,Afghanistan,15,26
22063,Bangladesh,20,26
22064,China,30,26
22065,Hong_Kong,10,26
22066,India,95,26
22067,Iran,30,26
22068,Iraq,0,26
22069,Japan,0,26
22070,Korea_South,10,26
22071,Lebanon,10,26
22072,Pakistan,10,26
22073,Philippines,705,26
22074,Sri_Lanka,80,26
22075,Syria,10,26
22076,Taiwan,0,26
22077,Viet_Nam,380,26
22078,Other_places_of_birth_in_Asia,135,26
22079,Oceania_and_other_places_of_birth,0,26
22080,Total_Immigrant_Population,30,26
22081,Americas,10,26
22082,Brazil,10,26
22083,Colombia,0,26
22084,El_Salvador,0,26
22085,Guyana,10,26
22086,Haiti,0,26
22087,Jamaica,0,26
22088,Mexico,0,26
22089,Peru,0,26
22090,Trinidad_and_Tobago,0,26
22091,United_States,0,26
22092,Other_places_of_birth_in_Americas,0,26
22093,Europe,20,26
22094,Bosnia_and_Herzegovina,0,26
22095,Croatia,0,26
22096,France,0,26
22097,Germany,0,26
22098,Greece,0,26
22099,Hungary,0,26
22100,Ireland,0,26
22101,Italy,0,26
22102,Netherlands,0,26
22103,Poland,0,26
22104,Portugal,10,26
22105,Romania,0,26
22106,Russian_Federation,0,26
22107,Serbia,0,26
22108,Ukraine,0,26
22109,United_Kingdom,0,26
22110,Other_places_of_birth_in_Europe,0,26
22111,Africa,0,26
22112,Algeria,0,26
22113,Egypt,0,26
22114,Ethiopia,0,26
22115,Kenya,0,26
22116,Morocco,0,26
22117,Nigeria,0,26
22118,Somalia,0,26
22119,South_Africa_Republic_of,0,26
22120,Other_places_of_birth_in_Africa,0,26
22121,Asia,0,26
22122,Afghanistan,0,26
22123,Bangladesh,0,26
22124,China,0,26
22125,Hong_Kong,0,26
22126,India,0,26
22127,Iran,0,26
22128,Iraq,0,26
22129,Japan,0,26
22130,Korea_South,0,26
22131,Lebanon,0,26
22132,Pakistan,0,26
22133,Philippines,0,26
22134,Sri_Lanka,0,26
22135,Syria,0,26
22136,Taiwan,0,26
22137,Viet_Nam,0,26
22138,Other_places_of_birth_in_Asia,0,26
22139,Oceania_and_other_places_of_birth,0,26
22140,Total_Immigrant_Population,4360,34
22141,Americas,495,34
22142,Brazil,10,34
22143,Colombia,90,34
22144,El_Salvador,25,34
22145,Guyana,10,34
22146,Haiti,0,34
22147,Jamaica,50,34
22148,Mexico,25,34
22149,Peru,10,34
22150,Trinidad_and_Tobago,15,34
22151,United_States,85,34
22152,Other_places_of_birth_in_Americas,165,34
22153,Europe,1710,34
22154,Bosnia_and_Herzegovina,25,34
22155,Croatia,10,34
22156,France,0,34
22157,Germany,25,34
22158,Greece,40,34
22159,Hungary,55,34
22160,Ireland,0,34
22161,Italy,250,34
22162,Netherlands,0,34
22163,Poland,80,34
22164,Portugal,95,34
22165,Romania,105,34
22166,Russian_Federation,385,34
22167,Serbia,30,34
22168,Ukraine,385,34
22169,United_Kingdom,30,34
22170,Other_places_of_birth_in_Europe,190,34
22171,Africa,125,34
22172,Algeria,0,34
22173,Egypt,30,34
22174,Ethiopia,20,34
22175,Kenya,10,34
22176,Morocco,10,34
22177,Nigeria,10,34
22178,Somalia,0,34
22179,South_Africa_Republic_of,15,34
22180,Other_places_of_birth_in_Africa,35,34
22181,Asia,2035,34
22182,Afghanistan,0,34
22183,Bangladesh,35,34
22184,China,115,34
22185,Hong_Kong,10,34
22186,India,145,34
22187,Iran,130,34
22188,Iraq,40,34
22189,Japan,10,34
22190,Korea_South,115,34
22191,Lebanon,10,34
22192,Pakistan,15,34
22193,Philippines,895,34
22194,Sri_Lanka,10,34
22195,Syria,40,34
22196,Taiwan,0,34
22197,Viet_Nam,30,34
22198,Other_places_of_birth_in_Asia,430,34
22199,Oceania_and_other_places_of_birth,10,34
22200,Total_Immigrant_Population,2965,33
22201,Americas,230,33
22202,Brazil,0,33
22203,Colombia,10,33
22204,El_Salvador,10,33
22205,Guyana,20,33
22206,Haiti,0,33
22207,Jamaica,25,33
22208,Mexico,0,33
22209,Peru,10,33
22210,Trinidad_and_Tobago,25,33
22211,United_States,75,33
22212,Other_places_of_birth_in_Americas,55,33
22213,Europe,1355,33
22214,Bosnia_and_Herzegovina,0,33
22215,Croatia,25,33
22216,France,20,33
22217,Germany,35,33
22218,Greece,90,33
22219,Hungary,80,33
22220,Ireland,10,33
22221,Italy,325,33
22222,Netherlands,10,33
22223,Poland,80,33
22224,Portugal,20,33
22225,Romania,55,33
22226,Russian_Federation,200,33
22227,Serbia,25,33
22228,Ukraine,130,33
22229,United_Kingdom,40,33
22230,Other_places_of_birth_in_Europe,215,33
22231,Africa,145,33
22232,Algeria,0,33
22233,Egypt,15,33
22234,Ethiopia,0,33
22235,Kenya,0,33
22236,Morocco,60,33
22237,Nigeria,10,33
22238,Somalia,10,33
22239,South_Africa_Republic_of,40,33
22240,Other_places_of_birth_in_Africa,25,33
22241,Asia,1230,33
22242,Afghanistan,10,33
22243,Bangladesh,15,33
22244,China,60,33
22245,Hong_Kong,40,33
22246,India,50,33
22247,Iran,85,33
22248,Iraq,15,33
22249,Japan,15,33
22250,Korea_South,40,33
22251,Lebanon,0,33
22252,Pakistan,0,33
22253,Philippines,560,33
22254,Sri_Lanka,0,33
22255,Syria,0,33
22256,Taiwan,0,33
22257,Viet_Nam,30,33
22258,Other_places_of_birth_in_Asia,310,33
22259,Oceania_and_other_places_of_birth,0,33
22260,Total_Immigrant_Population,1690,38
22261,Americas,215,38
22262,Brazil,0,38
22263,Colombia,0,38
22264,El_Salvador,0,38
22265,Guyana,10,38
22266,Haiti,0,38
22267,Jamaica,25,38
22268,Mexico,0,38
22269,Peru,15,38
22270,Trinidad_and_Tobago,10,38
22271,United_States,90,38
22272,Other_places_of_birth_in_Americas,75,38
22273,Europe,555,38
22274,Bosnia_and_Herzegovina,0,38
22275,Croatia,10,38
22276,France,15,38
22277,Germany,15,38
22278,Greece,10,38
22279,Hungary,35,38
22280,Ireland,10,38
22281,Italy,30,38
22282,Netherlands,15,38
22283,Poland,20,38
22284,Portugal,10,38
22285,Romania,40,38
22286,Russian_Federation,115,38
22287,Serbia,0,38
22288,Ukraine,50,38
22289,United_Kingdom,40,38
22290,Other_places_of_birth_in_Europe,145,38
22291,Africa,105,38
22292,Algeria,0,38
22293,Egypt,10,38
22294,Ethiopia,0,38
22295,Kenya,0,38
22296,Morocco,15,38
22297,Nigeria,0,38
22298,Somalia,10,38
22299,South_Africa_Republic_of,60,38
22300,Other_places_of_birth_in_Africa,15,38
22301,Asia,815,38
22302,Afghanistan,10,38
22303,Bangladesh,0,38
22304,China,25,38
22305,Hong_Kong,10,38
22306,India,10,38
22307,Iran,85,38
22308,Iraq,0,38
22309,Japan,10,38
22310,Korea_South,35,38
22311,Lebanon,0,38
22312,Pakistan,10,38
22313,Philippines,475,38
22314,Sri_Lanka,20,38
22315,Syria,0,38
22316,Taiwan,0,38
22317,Viet_Nam,0,38
22318,Other_places_of_birth_in_Asia,140,38
22319,Oceania_and_other_places_of_birth,0,38
22320,Total_Immigrant_Population,2360,38
22321,Americas,200,38
22322,Brazil,10,38
22323,Colombia,20,38
22324,El_Salvador,0,38
22325,Guyana,15,38
22326,Haiti,0,38
22327,Jamaica,25,38
22328,Mexico,10,38
22329,Peru,0,38
22330,Trinidad_and_Tobago,0,38
22331,United_States,60,38
22332,Other_places_of_birth_in_Americas,55,38
22333,Europe,775,38
22334,Bosnia_and_Herzegovina,0,38
22335,Croatia,10,38
22336,France,10,38
22337,Germany,10,38
22338,Greece,60,38
22339,Hungary,25,38
22340,Ireland,10,38
22341,Italy,45,38
22342,Netherlands,10,38
22343,Poland,50,38
22344,Portugal,10,38
22345,Romania,60,38
22346,Russian_Federation,125,38
22347,Serbia,20,38
22348,Ukraine,110,38
22349,United_Kingdom,130,38
22350,Other_places_of_birth_in_Europe,95,38
22351,Africa,70,38
22352,Algeria,0,38
22353,Egypt,0,38
22354,Ethiopia,0,38
22355,Kenya,10,38
22356,Morocco,0,38
22357,Nigeria,0,38
22358,Somalia,0,38
22359,South_Africa_Republic_of,10,38
22360,Other_places_of_birth_in_Africa,50,38
22361,Asia,1315,38
22362,Afghanistan,0,38
22363,Bangladesh,0,38
22364,China,175,38
22365,Hong_Kong,80,38
22366,India,90,38
22367,Iran,290,38
22368,Iraq,0,38
22369,Japan,0,38
22370,Korea_South,190,38
22371,Lebanon,10,38
22372,Pakistan,45,38
22373,Philippines,225,38
22374,Sri_Lanka,0,38
22375,Syria,10,38
22376,Taiwan,45,38
22377,Viet_Nam,20,38
22378,Other_places_of_birth_in_Asia,130,38
22379,Oceania_and_other_places_of_birth,0,38
22380,Total_Immigrant_Population,3025,38
22381,Americas,280,38
22382,Brazil,50,38
22383,Colombia,20,38
22384,El_Salvador,0,38
22385,Guyana,0,38
22386,Haiti,0,38
22387,Jamaica,20,38
22388,Mexico,25,38
22389,Peru,0,38
22390,Trinidad_and_Tobago,40,38
22391,United_States,60,38
22392,Other_places_of_birth_in_Americas,65,38
22393,Europe,455,38
22394,Bosnia_and_Herzegovina,15,38
22395,Croatia,10,38
22396,France,10,38
22397,Germany,10,38
22398,Greece,10,38
22399,Hungary,10,38
22400,Ireland,0,38
22401,Italy,0,38
22402,Netherlands,0,38
22403,Poland,35,38
22404,Portugal,0,38
22405,Romania,95,38
22406,Russian_Federation,80,38
22407,Serbia,10,38
22408,Ukraine,50,38
22409,United_Kingdom,55,38
22410,Other_places_of_birth_in_Europe,60,38
22411,Africa,140,38
22412,Algeria,0,38
22413,Egypt,35,38
22414,Ethiopia,15,38
22415,Kenya,10,38
22416,Morocco,10,38
22417,Nigeria,0,38
22418,Somalia,0,38
22419,South_Africa_Republic_of,20,38
22420,Other_places_of_birth_in_Africa,55,38
22421,Asia,2130,38
22422,Afghanistan,0,38
22423,Bangladesh,25,38
22424,China,340,38
22425,Hong_Kong,155,38
22426,India,245,38
22427,Iran,540,38
22428,Iraq,10,38
22429,Japan,30,38
22430,Korea_South,355,38
22431,Lebanon,25,38
22432,Pakistan,30,38
22433,Philippines,130,38
22434,Sri_Lanka,15,38
22435,Syria,0,38
22436,Taiwan,75,38
22437,Viet_Nam,15,38
22438,Other_places_of_birth_in_Asia,145,38
22439,Oceania_and_other_places_of_birth,0,38
22440,Total_Immigrant_Population,7535,51
22441,Americas,615,51
22442,Brazil,25,51
22443,Colombia,125,51
22444,El_Salvador,0,51
22445,Guyana,30,51
22446,Haiti,0,51
22447,Jamaica,50,51
22448,Mexico,65,51
22449,Peru,30,51
22450,Trinidad_and_Tobago,35,51
22451,United_States,70,51
22452,Other_places_of_birth_in_Americas,165,51
22453,Europe,885,51
22454,Bosnia_and_Herzegovina,35,51
22455,Croatia,15,51
22456,France,30,51
22457,Germany,30,51
22458,Greece,10,51
22459,Hungary,30,51
22460,Ireland,10,51
22461,Italy,40,51
22462,Netherlands,15,51
22463,Poland,60,51
22464,Portugal,10,51
22465,Romania,60,51
22466,Russian_Federation,125,51
22467,Serbia,15,51
22468,Ukraine,65,51
22469,United_Kingdom,140,51
22470,Other_places_of_birth_in_Europe,195,51
22471,Africa,300,51
22472,Algeria,0,51
22473,Egypt,80,51
22474,Ethiopia,10,51
22475,Kenya,15,51
22476,Morocco,20,51
22477,Nigeria,15,51
22478,Somalia,0,51
22479,South_Africa_Republic_of,55,51
22480,Other_places_of_birth_in_Africa,105,51
22481,Asia,5725,51
22482,Afghanistan,15,51
22483,Bangladesh,85,51
22484,China,1160,51
22485,Hong_Kong,460,51
22486,India,335,51
22487,Iran,1910,51
22488,Iraq,45,51
22489,Japan,40,51
22490,Korea_South,785,51
22491,Lebanon,30,51
22492,Pakistan,115,51
22493,Philippines,240,51
22494,Sri_Lanka,55,51
22495,Syria,25,51
22496,Taiwan,90,51
22497,Viet_Nam,45,51
22498,Other_places_of_birth_in_Asia,290,51
22499,Oceania_and_other_places_of_birth,10,51
22500,Total_Immigrant_Population,1480,53
22501,Americas,160,53
22502,Brazil,10,53
22503,Colombia,0,53
22504,El_Salvador,10,53
22505,Guyana,15,53
22506,Haiti,0,53
22507,Jamaica,20,53
22508,Mexico,0,53
22509,Peru,0,53
22510,Trinidad_and_Tobago,15,53
22511,United_States,60,53
22512,Other_places_of_birth_in_Americas,30,53
22513,Europe,335,53
22514,Bosnia_and_Herzegovina,0,53
22515,Croatia,0,53
22516,France,10,53
22517,Germany,0,53
22518,Greece,15,53
22519,Hungary,20,53
22520,Ireland,10,53
22521,Italy,20,53
22522,Netherlands,10,53
22523,Poland,30,53
22524,Portugal,20,53
22525,Romania,55,53
22526,Russian_Federation,25,53
22527,Serbia,20,53
22528,Ukraine,20,53
22529,United_Kingdom,40,53
22530,Other_places_of_birth_in_Europe,40,53
22531,Africa,55,53
22532,Algeria,0,53
22533,Egypt,0,53
22534,Ethiopia,0,53
22535,Kenya,10,53
22536,Morocco,0,53
22537,Nigeria,15,53
22538,Somalia,0,53
22539,South_Africa_Republic_of,0,53
22540,Other_places_of_birth_in_Africa,25,53
22541,Asia,920,53
22542,Afghanistan,50,53
22543,Bangladesh,25,53
22544,China,140,53
22545,Hong_Kong,60,53
22546,India,80,53
22547,Iran,90,53
22548,Iraq,15,53
22549,Japan,10,53
22550,Korea_South,35,53
22551,Lebanon,20,53
22552,Pakistan,25,53
22553,Philippines,245,53
22554,Sri_Lanka,10,53
22555,Syria,0,53
22556,Taiwan,40,53
22557,Viet_Nam,10,53
22558,Other_places_of_birth_in_Asia,55,53
22559,Oceania_and_other_places_of_birth,0,53
22560,Total_Immigrant_Population,4225,53
22561,Americas,340,53
22562,Brazil,35,53
22563,Colombia,40,53
22564,El_Salvador,15,53
22565,Guyana,55,53
22566,Haiti,0,53
22567,Jamaica,60,53
22568,Mexico,10,53
22569,Peru,0,53
22570,Trinidad_and_Tobago,15,53
22571,United_States,45,53
22572,Other_places_of_birth_in_Americas,80,53
22573,Europe,365,53
22574,Bosnia_and_Herzegovina,0,53
22575,Croatia,10,53
22576,France,10,53
22577,Germany,20,53
22578,Greece,30,53
22579,Hungary,10,53
22580,Ireland,0,53
22581,Italy,0,53
22582,Netherlands,10,53
22583,Poland,10,53
22584,Portugal,10,53
22585,Romania,70,53
22586,Russian_Federation,65,53
22587,Serbia,0,53
22588,Ukraine,15,53
22589,United_Kingdom,40,53
22590,Other_places_of_birth_in_Europe,70,53
22591,Africa,200,53
22592,Algeria,25,53
22593,Egypt,100,53
22594,Ethiopia,0,53
22595,Kenya,0,53
22596,Morocco,0,53
22597,Nigeria,0,53
22598,Somalia,10,53
22599,South_Africa_Republic_of,0,53
22600,Other_places_of_birth_in_Africa,65,53
22601,Asia,3315,53
22602,Afghanistan,155,53
22603,Bangladesh,120,53
22604,China,650,53
22605,Hong_Kong,140,53
22606,India,655,53
22607,Iran,290,53
22608,Iraq,145,53
22609,Japan,20,53
22610,Korea_South,75,53
22611,Lebanon,30,53
22612,Pakistan,250,53
22613,Philippines,390,53
22614,Sri_Lanka,40,53
22615,Syria,60,53
22616,Taiwan,20,53
22617,Viet_Nam,20,53
22618,Other_places_of_birth_in_Asia,240,53
22619,Oceania_and_other_places_of_birth,0,53
22620,Total_Immigrant_Population,3825,53
22621,Americas,325,53
22622,Brazil,25,53
22623,Colombia,25,53
22624,El_Salvador,0,53
22625,Guyana,50,53
22626,Haiti,0,53
22627,Jamaica,30,53
22628,Mexico,0,53
22629,Peru,0,53
22630,Trinidad_and_Tobago,50,53
22631,United_States,50,53
22632,Other_places_of_birth_in_Americas,90,53
22633,Europe,210,53
22634,Bosnia_and_Herzegovina,0,53
22635,Croatia,0,53
22636,France,10,53
22637,Germany,15,53
22638,Greece,15,53
22639,Hungary,10,53
22640,Ireland,0,53
22641,Italy,10,53
22642,Netherlands,0,53
22643,Poland,0,53
22644,Portugal,0,53
22645,Romania,10,53
22646,Russian_Federation,45,53
22647,Serbia,0,53
22648,Ukraine,20,53
22649,United_Kingdom,35,53
22650,Other_places_of_birth_in_Europe,35,53
22651,Africa,265,53
22652,Algeria,0,53
22653,Egypt,115,53
22654,Ethiopia,10,53
22655,Kenya,20,53
22656,Morocco,0,53
22657,Nigeria,20,53
22658,Somalia,15,53
22659,South_Africa_Republic_of,15,53
22660,Other_places_of_birth_in_Africa,80,53
22661,Asia,3020,53
22662,Afghanistan,165,53
22663,Bangladesh,80,53
22664,China,525,53
22665,Hong_Kong,180,53
22666,India,430,53
22667,Iran,380,53
22668,Iraq,200,53
22669,Japan,10,53
22670,Korea_South,120,53
22671,Lebanon,35,53
22672,Pakistan,150,53
22673,Philippines,390,53
22674,Sri_Lanka,105,53
22675,Syria,15,53
22676,Taiwan,10,53
22677,Viet_Nam,35,53
22678,Other_places_of_birth_in_Asia,205,53
22679,Oceania_and_other_places_of_birth,0,53
22680,Total_Immigrant_Population,3690,46
22681,Americas,360,46
22682,Brazil,0,46
22683,Colombia,35,46
22684,El_Salvador,35,46
22685,Guyana,55,46
22686,Haiti,0,46
22687,Jamaica,75,46
22688,Mexico,10,46
22689,Peru,0,46
22690,Trinidad_and_Tobago,40,46
22691,United_States,35,46
22692,Other_places_of_birth_in_Americas,65,46
22693,Europe,955,46
22694,Bosnia_and_Herzegovina,15,46
22695,Croatia,10,46
22696,France,0,46
22697,Germany,20,46
22698,Greece,260,46
22699,Hungary,40,46
22700,Ireland,0,46
22701,Italy,170,46
22702,Netherlands,10,46
22703,Poland,10,46
22704,Portugal,30,46
22705,Romania,100,46
22706,Russian_Federation,30,46
22707,Serbia,25,46
22708,Ukraine,0,46
22709,United_Kingdom,115,46
22710,Other_places_of_birth_in_Europe,115,46
22711,Africa,160,46
22712,Algeria,0,46
22713,Egypt,65,46
22714,Ethiopia,15,46
22715,Kenya,0,46
22716,Morocco,0,46
22717,Nigeria,0,46
22718,Somalia,0,46
22719,South_Africa_Republic_of,30,46
22720,Other_places_of_birth_in_Africa,40,46
22721,Asia,2210,46
22722,Afghanistan,10,46
22723,Bangladesh,15,46
22724,China,955,46
22725,Hong_Kong,200,46
22726,India,130,46
22727,Iran,150,46
22728,Iraq,30,46
22729,Japan,25,46
22730,Korea_South,70,46
22731,Lebanon,30,46
22732,Pakistan,30,46
22733,Philippines,165,46
22734,Sri_Lanka,55,46
22735,Syria,70,46
22736,Taiwan,85,46
22737,Viet_Nam,35,46
22738,Other_places_of_birth_in_Asia,180,46
22739,Oceania_and_other_places_of_birth,0,46
22740,Total_Immigrant_Population,3885,46
22741,Americas,180,46
22742,Brazil,0,46
22743,Colombia,0,46
22744,El_Salvador,10,46
22745,Guyana,10,46
22746,Haiti,0,46
22747,Jamaica,45,46
22748,Mexico,0,46
22749,Peru,0,46
22750,Trinidad_and_Tobago,55,46
22751,United_States,25,46
22752,Other_places_of_birth_in_Americas,35,46
22753,Europe,745,46
22754,Bosnia_and_Herzegovina,10,46
22755,Croatia,10,46
22756,France,0,46
22757,Germany,20,46
22758,Greece,245,46
22759,Hungary,0,46
22760,Ireland,0,46
22761,Italy,275,46
22762,Netherlands,0,46
22763,Poland,25,46
22764,Portugal,10,46
22765,Romania,25,46
22766,Russian_Federation,25,46
22767,Serbia,25,46
22768,Ukraine,0,46
22769,United_Kingdom,35,46
22770,Other_places_of_birth_in_Europe,40,46
22771,Africa,150,46
22772,Algeria,10,46
22773,Egypt,35,46
22774,Ethiopia,0,46
22775,Kenya,25,46
22776,Morocco,0,46
22777,Nigeria,0,46
22778,Somalia,10,46
22779,South_Africa_Republic_of,10,46
22780,Other_places_of_birth_in_Africa,65,46
22781,Asia,2795,46
22782,Afghanistan,35,46
22783,Bangladesh,10,46
22784,China,1340,46
22785,Hong_Kong,225,46
22786,India,115,46
22787,Iran,155,46
22788,Iraq,0,46
22789,Japan,0,46
22790,Korea_South,50,46
22791,Lebanon,0,46
22792,Pakistan,70,46
22793,Philippines,290,46
22794,Sri_Lanka,50,46
22795,Syria,120,46
22796,Taiwan,25,46
22797,Viet_Nam,80,46
22798,Other_places_of_birth_in_Asia,200,46
22799,Oceania_and_other_places_of_birth,10,46
22800,Total_Immigrant_Population,2195,46
22801,Americas,135,46
22802,Brazil,0,46
22803,Colombia,0,46
22804,El_Salvador,0,46
22805,Guyana,15,46
22806,Haiti,0,46
22807,Jamaica,35,46
22808,Mexico,0,46
22809,Peru,0,46
22810,Trinidad_and_Tobago,30,46
22811,United_States,10,46
22812,Other_places_of_birth_in_Americas,40,46
22813,Europe,385,46
22814,Bosnia_and_Herzegovina,0,46
22815,Croatia,0,46
22816,France,0,46
22817,Germany,10,46
22818,Greece,220,46
22819,Hungary,10,46
22820,Ireland,0,46
22821,Italy,55,46
22822,Netherlands,0,46
22823,Poland,10,46
22824,Portugal,20,46
22825,Romania,10,46
22826,Russian_Federation,0,46
22827,Serbia,10,46
22828,Ukraine,0,46
22829,United_Kingdom,25,46
22830,Other_places_of_birth_in_Europe,15,46
22831,Africa,30,46
22832,Algeria,0,46
22833,Egypt,10,46
22834,Ethiopia,0,46
22835,Kenya,10,46
22836,Morocco,0,46
22837,Nigeria,0,46
22838,Somalia,0,46
22839,South_Africa_Republic_of,0,46
22840,Other_places_of_birth_in_Africa,20,46
22841,Asia,1650,46
22842,Afghanistan,10,46
22843,Bangladesh,25,46
22844,China,960,46
22845,Hong_Kong,70,46
22846,India,165,46
22847,Iran,50,46
22848,Iraq,30,46
22849,Japan,0,46
22850,Korea_South,25,46
22851,Lebanon,35,46
22852,Pakistan,15,46
22853,Philippines,65,46
22854,Sri_Lanka,90,46
22855,Syria,0,46
22856,Taiwan,30,46
22857,Viet_Nam,0,46
22858,Other_places_of_birth_in_Asia,80,46
22859,Oceania_and_other_places_of_birth,0,46
22860,Total_Immigrant_Population,3730,47
22861,Americas,295,47
22862,Brazil,10,47
22863,Colombia,20,47
22864,El_Salvador,15,47
22865,Guyana,30,47
22866,Haiti,0,47
22867,Jamaica,65,47
22868,Mexico,10,47
22869,Peru,10,47
22870,Trinidad_and_Tobago,10,47
22871,United_States,45,47
22872,Other_places_of_birth_in_Americas,90,47
